"QUESTION_TEXT","OPTIONA","OPTIONB","OPTIONC","OPTIOND","CORRECT_ANSWER","CATEGORY","TOPIC","SUBTOPIC","DIFFICULTY","EXPLANATION","TAGS","TIPS","CORRECTION","SOURCE","POINTS","ACTIVE","TIMES_ANSWERED","TIMES_CORRECT"
"Wie funktioniert Ransomware?","Löscht Daten","Verschlüsselt und erpresst","Spioniert","Verlangsamt","B","IT-Sicherheit","Cybersecurity","Ransomware","1","Ransomware verschlüsselt Daten und fordert Lösegeld.","ransomware,malware,security","Backup essentiell","Nicht zahlen empfohlen","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Was ist Phishing?","Programmierung","Täuschung für Datendiebstahl","Verschlüsselung","Firewall","B","IT-Sicherheit","Cybersecurity","Social Engineering","1","Phishing täuscht Opfer zur Preisgabe von Daten.","phishing,social-engineering,security","E-Mail häufigster Vektor","Awareness Training wichtig","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Was ist AES-256?","Hash-Funktion","Symmetrische Verschlüsselung","Asymmetrische Verschlüsselung","Protokoll","B","IT-Sicherheit","Cybersecurity","Cryptography","2","AES-256 = symmetrischer Verschlüsselungsstandard mit 256-Bit Schlüssel.","aes,encryption,crypto","US-Regierungsstandard","Sehr sicher","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Was ist eine Certificate Authority?","Firewall","Zertifikatsaussteller","Antivirus","Router","B","IT-Sicherheit","Cybersecurity","PKI","2","CA stellt digitale Zertifikate aus und verifiziert Identitäten.","ca,pki,certificate","Root CAs vertrauenswürdig","Chain of Trust","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Was ist der Unterschied zwischen IDS und IPS?","Kein Unterschied","IDS erkennt, IPS verhindert","IPS ist älter","IDS ist schneller","B","IT-Sicherheit","Cybersecurity","IDS/IPS","2","IDS detektiert nur, IPS blockiert aktiv Angriffe.","ids,ips,security","IPS inline, IDS passive","False Positives problematisch","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Was ist ein DataFrame?","Liste","Tabellarische Datenstruktur","Dictionary","Array","B","Allgemeinwissen","Data Science","Pandas","1","DataFrame ist 2D-Datenstruktur in Pandas.","pandas,dataframe,python","Wie Excel-Tabelle","df.head() zeigt Anfang","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Was ist Broadcasting?","Fehler","Automatische Array-Anpassung","Netzwerk","Speicher","B","Allgemeinwissen","Data Science","NumPy","2","Broadcasting ermöglicht Operationen auf Arrays verschiedener Größe.","numpy,broadcasting,array","Vermeidet explizite Loops","Effizienter","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Was ist Matplotlib?","Datenbank","Python Plotting Library","Web-Framework","Machine Learning","B","Allgemeinwissen","Data Science","Visualization","1","Matplotlib erstellt Visualisierungen in Python.","matplotlib,visualization,python","plt.plot() für Linien","Basis für Seaborn","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Was ist die Standardabweichung?","Mittelwert","Streuungsmaß","Median","Modus","B","Allgemeinwissen","Data Science","Statistics","2","Standardabweichung misst Streuung um Mittelwert.","statistics,stddev,math","Wurzel der Varianz","σ (Sigma)","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Was ist lineare Regression?","Klassifikation","Vorhersage kontinuierlicher Werte","Clustering","Dimensionsreduktion","B","Allgemeinwissen","Data Science","Regression","2","Lineare Regression modelliert lineare Beziehungen.","regression,linear,ml","y = mx + b","Least Squares Methode","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Was ist Logistische Regression?","Regression","Binäre Klassifikation","Clustering","Zeitreihen","B","Allgemeinwissen","Data Science","Classification","2","Logistische Regression für Wahrscheinlichkeiten 0-1.","logistic,classification,ml","Sigmoid-Funktion","Trotz Name Klassifikation","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Was ist K-Means?","Supervised Learning","Unsupervised Clustering","Regression","Classification","B","Allgemeinwissen","Data Science","Clustering","2","K-Means gruppiert Daten in K Cluster.","kmeans,clustering,unsupervised","Zentroid-basiert","K muss vorgegeben werden","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Was sind die 3 V's von Big Data?","Verschlüsselung","Volume, Velocity, Variety","Virtualisierung","Validierung","B","Allgemeinwissen","Data Science","Big Data","1","Big Data charakterisiert durch Volumen, Geschwindigkeit, Vielfalt.","bigdata,3v,data","Erweitert auf 5V","Veracity, Value zusätzlich","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Was ist HDFS?","Datenbank","Hadoop Distributed File System","Programmiersprache","Web-Server","B","Allgemeinwissen","Data Science","Hadoop","2","HDFS speichert große Datenmengen verteilt.","hdfs,hadoop,bigdata","Replikation für Ausfallsicherheit","Block-basiert","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Was ist Apache Spark?","Datenbank","Big Data Processing Framework","Web-Server","Betriebssystem","B","Allgemeinwissen","Data Science","Spark","2","Spark verarbeitet große Datenmengen im Speicher.","spark,bigdata,processing","100x schneller als Hadoop","RDD, DataFrame, Dataset","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Was ist Mining?","Programmierung","Proof-of-Work Validierung","Handel","Speicherung","B","Allgemeinwissen","Blockchain","Bitcoin","2","Mining validiert Transaktionen und erstellt neue Blocks.","bitcoin,mining,blockchain","SHA-256 Hashing","Difficulty Adjustment","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Was ist Gas in Ethereum?","Kraftstoff","Transaktionsgebühr-Einheit","Token","Wallet","B","Allgemeinwissen","Blockchain","Ethereum","2","Gas misst Rechenaufwand für Transaktionen.","ethereum,gas,blockchain","Verhindert Spam","Gas Price × Gas Limit","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Was ist Proof of Stake?","Mining","Validierung durch Einsatz","Geschwindigkeit","Speicher","B","Allgemeinwissen","Blockchain","Consensus","2","PoS wählt Validatoren nach Stake-Größe.","pos,consensus,blockchain","Energieeffizienter als PoW","Ethereum 2.0","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Was ist eine DApp?","Desktop App","Dezentrale Applikation","Datenbank","Design App","B","Allgemeinwissen","Blockchain","DApp","2","DApp läuft auf Blockchain statt zentralem Server.","dapp,blockchain,decentralized","Smart Contract Backend","Keine Single Point of Failure","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Was ist ein Private Key?","Passwort","Geheimer Schlüssel für Signatur","Benutzername","Adresse","B","Allgemeinwissen","Blockchain","Wallet","2","Private Key signiert Transaktionen und beweist Besitz.","privatekey,wallet,blockchain","Niemals teilen","Seed Phrase als Backup","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Was bedeutet ETL?","Test","Extract, Transform, Load","Verschlüsselung","Entwicklung","B","Allgemeinwissen","Business Intelligence","ETL","1","ETL-Prozess bereitet Daten für Analyse auf.","etl,bi,data","Data Warehouse Pipeline","Automatisierung wichtig","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Was ist OLAP?","Datenbank","Online Analytical Processing","Programmierung","Netzwerk","B","Allgemeinwissen","Business Intelligence","OLAP","2","OLAP ermöglicht mehrdimensionale Datenanalyse.","olap,bi,analytics","Cube-Konzept","Drill-down, Roll-up","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Was ist ein KPI Dashboard?","Website","Kennzahlen-Visualisierung","Datenbank","Programm","B","Allgemeinwissen","Business Intelligence","Dashboard","1","Dashboard zeigt wichtige Metriken auf einen Blick.","dashboard,kpi,bi","Real-time Updates","Drill-through möglich","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Was ist ein Data Mart?","Großes DWH","Teilbereich eines DWH","Datenbank","Cache","B","Allgemeinwissen","Business Intelligence","Data Warehouse","2","Data Mart ist spezialisiertes Subset eines Data Warehouse.","datamart,dwh,bi","Abteilungsspezifisch","Schnellere Queries","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Was ist Ad-hoc Reporting?","Geplante Reports","Spontane Berichte nach Bedarf","Automatische Reports","Keine Reports","B","Allgemeinwissen","Business Intelligence","Reporting","1","Ad-hoc Reports werden bei Bedarf erstellt.","adhoc,reporting,bi","Self-Service BI","Flexibilität wichtig","MEGA_FRAGEN_SET_4","10","TRUE","0","0"
"Welche IPv6-Adresse ist eine Link-Local-Adresse?","fe80::1","2001:db8::1","::1","ff02::1","A","Vernetzte Systeme","","","2","Link-Local-Adressen beginnen immer mit fe80::/10. Sie sind nur im lokalen Netzwerksegment gültig.","","","","NEUE_FRAGEN_POST_RAID_2024","5","TRUE","0","0"
"Wie viele Bit hat eine IPv6-Adresse?","32","64","128","256","C","Vernetzte Systeme","","","2","IPv6-Adressen sind 128 Bit lang, im Gegensatz zu IPv4 mit 32 Bit.","","","","NEUE_FRAGEN_POST_RAID_2024","3","TRUE","0","0"
"Was bedeutet die Notation :: in einer IPv6-Adresse?","Ende der Adresse","Mehrere aufeinanderfolgende Nullblöcke","Trennung zwischen Netz und Host","Broadcast-Adresse","B","Vernetzte Systeme","","","3","Die doppelten Doppelpunkte :: komprimieren mehrere aufeinanderfolgende Null-Blöcke.","","","","NEUE_FRAGEN_POST_RAID_2024","4","TRUE","0","0"
"Auf welcher OSI-Schicht arbeitet eine MAC-Adresse?","Physical","Data Link","Network","Transport","B","Allgemeinwissen","","","1","MAC-Adressen arbeiten auf Schicht 2 (Data Link Layer) des OSI-Modells.","","","","NEUE_FRAGEN_POST_RAID_2024","2","TRUE","0","0"
"Welches Protokoll arbeitet auf OSI-Schicht 4?","IP","Ethernet","TCP","HTTP","C","Allgemeinwissen","","","2","TCP (Transmission Control Protocol) arbeitet auf der Transportschicht (Schicht 4).","","","","NEUE_FRAGEN_POST_RAID_2024","3","TRUE","0","0"
"Auf welcher OSI-Schicht findet die Verschlüsselung mit SSL/TLS statt?","Session","Presentation","Application","Transport","B","Allgemeinwissen","","","2","SSL/TLS arbeitet auf der Presentation Layer (Schicht 6) für Verschlüsselung.","","","","NEUE_FRAGEN_POST_RAID_2024","3","TRUE","0","0"
"Was ist das PLY-Format?","Picture Layout Format","Polygon File Format","Pixel Layer Format","Point List Format","B","Allgemeinwissen","","","2","PLY steht für Polygon File Format und wird für 3D-Geometriedaten verwendet.","","","","NEUE_FRAGEN_POST_RAID_2024","3","TRUE","0","0"
"Wie berechnet sich der Speicherbedarf für 1000 3D-Punkte mit RGB-Farben (je 3 Float-Koordinaten à 4 Byte, 3 RGB-Werte à 1 Byte)?","15 KB","12 KB","18 KB","20 KB","A","Allgemeinwissen","","","3","1000 Punkte × (3×4 Byte + 3×1 Byte) = 1000 × 15 = 15.000 Byte ≈ 14,65 KB","","","","NEUE_FRAGEN_POST_RAID_2024","8","TRUE","0","0"
"Was ist der Hauptunterschied zwischen ASCII und Binary PLY?","Kompression","Lesbarkeit","Genauigkeit","Geschwindigkeit","B","Allgemeinwissen","","","2","ASCII ist menschenlesbar aber größer, Binary ist kompakter aber nicht lesbar.","","","","NEUE_FRAGEN_POST_RAID_2024","3","TRUE","0","0"
"Welcher PowerShell-Operator bedeutet 'größer als'?",">","-gt","-lt","-ge","B","Allgemeinwissen","","","2","-gt steht für 'greater than' (größer als) in PowerShell.","","","","NEUE_FRAGEN_POST_RAID_2024","2","TRUE","0","0"
"Was ist der Fehler in: if ($zahl > 100)?","Falscher Variablenname","Falscher Vergleichsoperator","Fehlende Klammer","Syntax korrekt","B","Allgemeinwissen","","","2","In PowerShell muss -gt statt > verwendet werden: if ($zahl -gt 100)","","","","NEUE_FRAGEN_POST_RAID_2024","4","TRUE","0","0"
"Was gibt dieser Code aus: $x=5; if($x -lt 10){'Klein'}else{'Groß'}","Klein","Groß","Fehler","5","A","Allgemeinwissen","","","3","5 ist kleiner als 10 (-lt = less than), daher wird 'Klein' ausgegeben.","","","","NEUE_FRAGEN_POST_RAID_2024","3","TRUE","0","0"
"Was bedeutet das M in SMART?","Manageable","Measurable","Modern","Meaningful","B","Geschäftsprozesse","","","1","M steht für Measurable (messbar) - Ziele müssen messbar sein.","","","","NEUE_FRAGEN_POST_RAID_2024","2","TRUE","0","0"
"Was kennzeichnet den kritischen Pfad im Netzplan?","Kürzeste Dauer","Gesamtpuffer = 0","Meiste Ressourcen","Höchste Kosten","B","Geschäftsprozesse","","","2","Der kritische Pfad hat einen Gesamtpuffer (GP) von 0.","","","","NEUE_FRAGEN_POST_RAID_2024","3","TRUE","0","0"
"Ein Vorgang hat FAZ=5, Dauer=3. Was ist FEZ?","2","3","5","8","D","Geschäftsprozesse","","","3","FEZ = FAZ + Dauer = 5 + 3 = 8","","","","NEUE_FRAGEN_POST_RAID_2024","2","TRUE","0","0"
"Was gehört zur CIA-Triad?","Compliance","Confidentiality","Certification","Complexity","B","IT-Sicherheit","","","1","CIA steht für Confidentiality, Integrity, Availability.","","","","NEUE_FRAGEN_POST_RAID_2024","2","TRUE","0","0"
"Welche Maßnahme dient primär der Integrität?","Verschlüsselung","Backup","Digitale Signatur","Firewall","C","IT-Sicherheit","","","2","Digitale Signaturen sichern die Integrität von Daten.","","","","NEUE_FRAGEN_POST_RAID_2024","3","TRUE","0","0"
"Was ist KEIN Kriterium für sichere Passwörter?","Mindestlänge 8 Zeichen","Sonderzeichen","Geburtsdatum enthalten","Groß-/Kleinschreibung","C","IT-Sicherheit","","","2","Persönliche Daten wie Geburtsdaten sollten nicht in Passwörtern verwendet werden.","","","","NEUE_FRAGEN_POST_RAID_2024","2","TRUE","0","0"
"Was regelt die DSGVO?","Datensicherheit","Personenbezogene Daten","Urheberrecht","Patentschutz","B","IT-Sicherheit","","","1","Die DSGVO regelt den Schutz personenbezogener Daten.","","","","NEUE_FRAGEN_POST_RAID_2024","2","TRUE","0","0"
"Was sind besondere Kategorien nach Art. 9 DSGVO?","Name und Adresse","Gesundheitsdaten","E-Mail-Adresse","Telefonnummer","B","IT-Sicherheit","","","2","Gesundheitsdaten gehören zu den besonderen Kategorien personenbezogener Daten.","","","","NEUE_FRAGEN_POST_RAID_2024","3","TRUE","0","0"
"Innerhalb welcher Frist muss eine DSGVO-Auskunft erteilt werden?","7 Tage","14 Tage","1 Monat","3 Monate","C","IT-Sicherheit","","","2","Die Auskunft muss unverzüglich, spätestens binnen eines Monats erteilt werden.","","","","NEUE_FRAGEN_POST_RAID_2024","2","TRUE","0","0"
"Ein Netzteil hat 87% Effizienz. Welcher 80Plus-Standard?","Bronze","Silver","Gold","Platinum","C","Geschäftsprozesse","","","2","80Plus Gold erfordert 87% Effizienz bei 50% Last.","","","","NEUE_FRAGEN_POST_RAID_2024","3","TRUE","0","0"
"Amortisationszeit: Mehrkosten 1200€, Ersparnis 75€/Monat?","12 Monate","14 Monate","16 Monate","18 Monate","C","Geschäftsprozesse","","","3","Amortisation = 1200€ / 75€ = 16 Monate","","","","NEUE_FRAGEN_POST_RAID_2024","4","TRUE","0","0"
"Was ist Green IT?","Grüne Gehäuse","Umweltfreundliche IT","Pflanzen im Büro","Outdoor-Computer","B","Geschäftsprozesse","","","2","Green IT bezeichnet umweltfreundliche und energieeffiziente IT-Nutzung.","","","","NEUE_FRAGEN_POST_RAID_2024","2","TRUE","0","0"
"Welcher Anschluss überträgt Audio und Video digital?","VGA","DVI","HDMI","USB","C","IT-Systeme","","","2","HDMI überträgt sowohl Audio als auch Video digital.","","","","NEUE_FRAGEN_POST_RAID_2024","2","TRUE","0","0"
"Was ist eine Besonderheit von USB-C?","Nur Datenübertragung","Beidseitig einsteckbar","Nur für Mäuse","Maximale 5V","B","IT-Systeme","","","2","USB-C kann beidseitig eingesteckt werden und unterstützt Power Delivery.","","","","NEUE_FRAGEN_POST_RAID_2024","3","TRUE","0","0"
"Welche maximale Auflösung unterstützt Single-Link DVI?","1920x1080","1920x1200","2560x1440","3840x2160","B","IT-Systeme","","","2","Single-Link DVI unterstützt maximal 1920x1200 bei 60Hz.","","","","NEUE_FRAGEN_POST_RAID_2024","3","TRUE","0","0"
"Was bedeutet /64 in einer IPv6-Adresse?","64 Hosts möglich","Erste 64 Bit sind Netzwerk-ID","Letzten 64 Bit sind fest","Port 64","B","Vernetzte Systeme","","","3","/64 bedeutet, dass die ersten 64 Bit die Netzwerk-ID darstellen.","","","","NEUE_FRAGEN_POST_RAID_2024","4","TRUE","0","0"
"Welches Tool zeigt den Weg von Datenpaketen?","ping","tracert","ipconfig","netstat","B","Vernetzte Systeme","","","2","tracert (Windows) oder traceroute (Linux) zeigt den Weg von Paketen.","","","","NEUE_FRAGEN_POST_RAID_2024","3","TRUE","0","0"
"Was zeigt eine orange LED am Netzwerkport oft an?","Kein Link","10/100 Mbit","Gigabit","Fehler","B","Vernetzte Systeme","","","2","Orange/Gelb zeigt oft 10/100 Mbit an, Grün steht für Gigabit.","","","","NEUE_FRAGEN_POST_RAID_2024","2","TRUE","0","0"
"Welche Aufgabe hat die Session-Schicht (5)?","Verschlüsselung","Routing","Dialogsteuerung","Fehlererkennung","C","Allgemeinwissen","","","3","Die Session-Schicht steuert den Dialog zwischen Anwendungen.","","","","NEUE_FRAGEN_POST_RAID_2024","3","TRUE","0","0"
"ARP arbeitet zwischen welchen OSI-Schichten?","1 und 2","2 und 3","3 und 4","4 und 5","B","Allgemeinwissen","","","2","ARP (Address Resolution Protocol) verbindet Schicht 2 (MAC) mit Schicht 3 (IP).","","","","NEUE_FRAGEN_POST_RAID_2024","3","TRUE","0","0"
"Wie viele Byte benötigt ein RGB-Wert typischerweise?","1","3","4","8","B","Allgemeinwissen","","","2","RGB benötigt 3 Byte (je 1 Byte für Rot, Grün, Blau = 256 Werte).","","","","NEUE_FRAGEN_POST_RAID_2024","2","TRUE","0","0"
"Was ist der Vorteil von Binary PLY gegenüber ASCII?","Bessere Qualität","Kleinere Dateigröße","Mehr Farben","Einfachere Bearbeitung","B","Allgemeinwissen","","","3","Binary PLY ist deutlich kompakter als ASCII bei gleichen Daten.","","","","NEUE_FRAGEN_POST_RAID_2024","3","TRUE","0","0"
"Was bedeutet -eq in PowerShell?","Größer gleich","Gleich","Ungleich","Kleiner gleich","B","Allgemeinwissen","","","2","-eq steht für 'equal' (gleich) in PowerShell.","","","","NEUE_FRAGEN_POST_RAID_2024","2","TRUE","0","0"
"Fehlersuche: $result = $value * 100 / 1000. Was macht dieser Code?","Prozent berechnen","Promille berechnen","Auf 100 runden","Division durch 0","B","Allgemeinwissen","","","3","Multipliziert mit 100 und teilt durch 1000 = Promille-Berechnung.","","","","NEUE_FRAGEN_POST_RAID_2024","4","TRUE","0","0"
"Was ist KEIN Projektmerkmal?","Einmaligkeit","Routine","Zeitbegrenzung","Komplexität","B","Geschäftsprozesse","","","2","Routine ist das Gegenteil von Projekt - Projekte sind einmalig.","","","","NEUE_FRAGEN_POST_RAID_2024","2","TRUE","0","0"
"SAZ=10, Dauer=4. Was ist SEZ?","6","10","14","4","C","Geschäftsprozesse","","","3","SEZ = SAZ + Dauer = 10 + 4 = 14","","","","NEUE_FRAGEN_POST_RAID_2024","2","TRUE","0","0"
"Was bedeutet ein Freier Puffer (FP) von 3?","3 Tage Gesamtverzögerung möglich","3 Tage Verzögerung ohne Nachfolger zu beeinflussen","3 Mitarbeiter frei","3 Tage früher fertig","B","Geschäftsprozesse","","","2","FP gibt an, wie viel Verzögerung möglich ist ohne Nachfolger zu beeinflussen.","","","","NEUE_FRAGEN_POST_RAID_2024","3","TRUE","0","0"
"Was ist Ransomware?","Antivirus-Software","Erpressungssoftware","Firewall-Typ","Update-Tool","B","IT-Sicherheit","","","2","Ransomware verschlüsselt Daten und fordert Lösegeld.","","","","NEUE_FRAGEN_POST_RAID_2024","3","TRUE","0","0"
"Welche Aussage zum BSI IT-Grundschutz ist richtig?","Nur für Behörden","Internationale Norm","Deutsche Standards","Amerikanischer Standard","C","IT-Sicherheit","","","2","BSI IT-Grundschutz sind deutsche Sicherheitsstandards.","","","","NEUE_FRAGEN_POST_RAID_2024","2","TRUE","0","0"
"Schutzbedarfsanalyse: Was bedeutet 'sehr hoch'?","Imageschaden möglich","Existenzbedrohend","Unangenehm","Ärgerlich","B","IT-Sicherheit","","","3","'Sehr hoch' bedeutet existenzbedrohende oder katastrophale Schäden.","","","","NEUE_FRAGEN_POST_RAID_2024","4","TRUE","0","0"
"Was ist KEIN Betroffenenrecht nach DSGVO?","Auskunft","Löschung","Verschlüsselung","Berichtigung","C","IT-Sicherheit","","","2","Verschlüsselung ist eine Schutzmaßnahme, kein Betroffenenrecht.","","","","NEUE_FRAGEN_POST_RAID_2024","3","TRUE","0","0"
"Ab welcher Mitarbeiterzahl ist ein Datenschutzbeauftragter Pflicht?","10","20","50","100","B","IT-Sicherheit","","","3","Ab 20 Personen, die ständig mit personenbezogenen Daten arbeiten.","","","","NEUE_FRAGEN_POST_RAID_2024","3","TRUE","0","0"
"Was bedeutet TCO?","Total Cost of Ownership","Technical Control Office","Time Critical Operation","Transfer Cost Online","A","Geschäftsprozesse","","","2","TCO sind die Gesamtkosten über die gesamte Nutzungsdauer.","","","","NEUE_FRAGEN_POST_RAID_2024","3","TRUE","0","0"
"PUE-Wert eines Rechenzentrums ist 1,5. Was bedeutet das?","50% Energieverlust","150% Effizienz","50% für Kühlung/Infrastruktur","Sehr ineffizient","C","Geschäftsprozesse","","","3","PUE 1,5 bedeutet: 50% zusätzliche Energie für Kühlung/Infrastruktur.","","","","NEUE_FRAGEN_POST_RAID_2024","4","TRUE","0","0"
"Was ist Thunderbolt?","Nur USB","Hochgeschwindigkeits-Schnittstelle","Netzwerkkabel","Soundkarte","B","IT-Systeme","","","2","Thunderbolt ist eine Hochgeschwindigkeits-Schnittstelle (bis 40 Gbit/s).","","","","NEUE_FRAGEN_POST_RAID_2024","3","TRUE","0","0"
"DisplayPort Daisy Chain bedeutet?","Mehrere Monitore verketten","Backup-Funktion","Stromversorgung","Audio-Übertragung","A","IT-Systeme","","","2","Daisy Chain erlaubt das Verketten mehrerer Monitore über DisplayPort.","","","","NEUE_FRAGEN_POST_RAID_2024","3","TRUE","0","0"
"Welche Aussage zu HDCP ist korrekt?","Komprimierung","Kopierschutz","Kühlung","Kalibrierung","B","IT-Systeme","","","3","HDCP ist ein Kopierschutz für digitale Video-/Audioinhalte über HDMI.","","","","NEUE_FRAGEN_POST_RAID_2024","3","TRUE","0","0"
"Wann kommt ein Kaufvertrag zustande?","Bei Bezahlung","Angebot + Annahme","Bei Lieferung","Bei Rechnung","B","Geschäftsprozesse","","","2","Ein Kaufvertrag entsteht durch übereinstimmende Willenserklärungen (Angebot + Annahme).","","","","NEUE_FRAGEN_POST_RAID_2024","3","TRUE","0","0"
"Was ist der Unterschied zwischen Gewährleistung und Garantie?","Kein Unterschied","Gewährleistung gesetzlich, Garantie freiwillig","Garantie gesetzlich, Gewährleistung freiwillig","Nur Dauer unterschiedlich","B","Geschäftsprozesse","","","2","Gewährleistung ist gesetzlich vorgeschrieben, Garantie ist freiwillige Zusatzleistung.","","","","NEUE_FRAGEN_POST_RAID_2024","3","TRUE","0","0"
"Wie lange ist die gesetzliche Gewährleistungsfrist?","6 Monate","1 Jahr","2 Jahre","3 Jahre","C","Geschäftsprozesse","","","2","Die gesetzliche Gewährleistung beträgt 2 Jahre ab Übergabe.","","","","NEUE_FRAGEN_POST_RAID_2024","2","TRUE","0","0"
"Was ist ein Rootkit?","Backup-Software","Versteckt Malware","Router-Software","Root-Passwort","B","IT-Sicherheit","","","2","Rootkits verstecken Malware vor dem Betriebssystem und Antivirus.","","","","NEUE_FRAGEN_POST_RAID_2024","3","TRUE","0","0"
"Welche Malware repliziert sich selbstständig?","Trojaner","Wurm","Spyware","Adware","B","IT-Sicherheit","","","2","Würmer verbreiten sich selbstständig ohne Benutzerinteraktion.","","","","NEUE_FRAGEN_POST_RAID_2024","3","TRUE","0","0"
"Was ist die Multicast-Adresse ff02::1?","Alle Router","Alle Knoten","DHCP-Server","DNS-Server","B","Vernetzte Systeme","","","3","ff02::1 ist die IPv6 Multicast-Adresse für alle Knoten im lokalen Segment.","","","","NEUE_FRAGEN_POST_RAID_2024","4","TRUE","0","0"
"EUI-64 erzeugt die Interface-ID aus?","IP-Adresse","MAC-Adresse","Hostname","Zufallszahl","B","Vernetzte Systeme","","","3","EUI-64 generiert die 64-Bit Interface-ID aus der 48-Bit MAC-Adresse.","","","","NEUE_FRAGEN_POST_RAID_2024","4","TRUE","0","0"
"Welche Aussage zu Layer 1 ist falsch?","Überträgt Bits","Definiert Spannungspegel","Fehlerkorrektur","Kabel und Stecker","C","Allgemeinwissen","","","3","Fehlerkorrektur findet erst ab Layer 2 (Data Link) statt.","","","","NEUE_FRAGEN_POST_RAID_2024","3","TRUE","0","0"
"10.000 Vertices mit je XYZ (float) und RGB. Speicherbedarf?","120 KB","150 KB","180 KB","200 KB","B","Allgemeinwissen","","","3","10.000 × (3×4 + 3×1) = 10.000 × 15 = 150.000 Byte ≈ 146 KB","","","","NEUE_FRAGEN_POST_RAID_2024","5","TRUE","0","0"
"Was ist der Output von: @(1,2,3).Count","Fehler","3","1,2,3","Array","B","Allgemeinwissen","","","3","Das Array hat 3 Elemente, .Count gibt 3 zurück.","","","","NEUE_FRAGEN_POST_RAID_2024","3","TRUE","0","0"
"Vorgang A (GP=0) verzögert sich um 2 Tage. Auswirkung?","Keine","Projekt 2 Tage später","Nur A später","Puffer aufgebraucht","B","Geschäftsprozesse","","","3","Verzögerung auf kritischem Pfad (GP=0) verzögert das gesamte Projekt.","","","","NEUE_FRAGEN_POST_RAID_2024","3","TRUE","0","0"
"Was ist ein Zero-Day-Exploit?","Veraltete Software","Unbekannte Schwachstelle","Backup-Strategie","Verschlüsselung","B","IT-Sicherheit","","","3","Zero-Day nutzt eine noch unbekannte/ungepatchte Schwachstelle.","","","","NEUE_FRAGEN_POST_RAID_2024","4","TRUE","0","0"
"Was bedeutet Privacy by Design?","Nachträglicher Datenschutz","Datenschutz von Anfang an","Nur für Designer","Verschlüsselung","B","IT-Sicherheit","","","3","Datenschutz wird von Anfang an in die Entwicklung einbezogen.","","","","NEUE_FRAGEN_POST_RAID_2024","3","TRUE","0","0"
"Break-Even-Point bei Fixkosten 10.000€, Deckungsbeitrag 25€/Stück?","250 Stück","400 Stück","500 Stück","1000 Stück","B","Geschäftsprozesse","","","3","Break-Even = Fixkosten / Deckungsbeitrag = 10.000 / 25 = 400","","","","NEUE_FRAGEN_POST_RAID_2024","4","TRUE","0","0"
"PCIe 4.0 x16 hat welche theoretische Bandbreite?","8 GB/s","16 GB/s","32 GB/s","64 GB/s","C","IT-Systeme","","","3","PCIe 4.0 x16 = 2 GB/s × 16 Lanes = 32 GB/s","","","","NEUE_FRAGEN_POST_RAID_2024","4","TRUE","0","0"
"Welches Kriterium ist bei der Auswahl eines Multifunktionsgeräts für eine Kanzlei mit hohem Druckaufkommen am wichtigsten?","Druckqualität","Geschwindigkeit Druck","Wartungskosten","Tonermenge","B","IT-Systeme","Hardware","Multifunktionsgeräte","2","Bei hohem Druckaufkommen (2000 Seiten SW/500 Farbe) ist die Druckgeschwindigkeit entscheidend für effiziente Arbeitsabläufe.","hardware,drucker,auswahl","","","ap1_2025_extracted","10","TRUE","0","0"
"Welche Anschlüsse sind typisch für moderne Multifunktionsgeräte?","RJ45, USB Typ A, USB Typ C","VGA, HDMI, DisplayPort","PS/2, Parallel, Serial","FireWire, Thunderbolt, eSATA","A","IT-Systeme","Hardware","Anschlüsse","1","Moderne Multifunktionsgeräte nutzen RJ45 für Netzwerk, USB Typ A für Peripherie und USB Typ C für moderne Geräte.","hardware,anschlüsse,drucker","","","ap1_2025_extracted","10","TRUE","0","0"
